,point.objects.object0000.position[0],point.objects.object0000.position[1],point.objects.object0000.position[2],point.objects.object0183.position[0],point.objects.object0183.position[1],point.objects.object0183.position[2],point.objects.object0184.position[0],point.objects.object0184.position[1],point.objects.object0184.position[2],point.objects.object0185.position[0],point.objects.object0185.position[1],point.objects.object0185.position[2],point.objects.object0186.position[0],point.objects.object0186.position[1],point.objects.object0186.position[2],point.objects.object0187.position[0],point.objects.object0187.position[1],point.objects.object0187.position[2],rho
0,0.0,162.34998806041605,12.0,32.35322950778509,191.21645519216037,4.980050019073486,32.99792474589637,168.59016143487472,4.980050019073486,6.179574530713317,229.88212673545544,4.980050019073486,-15.075412837133541,226.37856153712312,4.980050019073486,6.175796244525637,229.88111228360398,11.980050019073486,True
1,0.0,226.35163451147866,12.0,15.166946852274549,229.99158345101318,4.980050019073486,-4.740123482403092,183.77021786853606,4.980050019073486,31.086869979097116,226.28247283256326,4.980050019073486,37.60092206004941,196.69124718720556,4.980050019073486,31.082877943494047,226.28047839062154,11.980050019073486,True
