x,y,z
-24701.35156,224.6655426,33358.76563
-24701.06445,224.6665192,33358.35156
-24700.74609,224.6708374,33357.89844
-24700.43555,224.6772156,33357.45703
-24700.06055,224.6832428,33356.93359
-24699.78125,224.6872253,33356.55469
-24699.39844,224.6933594,33356.04297
-24699.02734,224.6980743,33355.5625
-24698.73828,224.7007446,33355.19531
-24698.33008,224.7050018,33354.69531
-24698,224.7089539,33354.30078
-24697.70703,224.7117157,33353.95703
-24697.26758,224.715332,33353.45703
-24696.95508,224.7183533,33353.10938
-24696.51172,224.72258,33352.63281
-24696.08203,224.7259369,33352.1875
-24695.74023,224.7284088,33351.84375
-24695.36914,224.730957,33351.48438
-24695.01367,224.7325592,33351.14453
-24694.60938,224.7333069,33350.77344
-24694.18359,224.7347107,33350.39453
-24693.77734,224.7376862,33350.04297
-24693.28125,224.7418823,33349.63281
-24692.91602,224.7446747,33349.33984
-24692.41406,224.7479553,33348.95313
-24692.04297,224.7501526,33348.67969
-24691.51953,224.753891,33348.30469
-24691.10938,224.7573853,33348.02344
-24690.67383,224.7615051,33347.73438
-24690.26172,224.7658234,33347.46875
-24689.8418,224.7703705,33347.20703
-24689.33008,224.775116,33346.89844
-24688.76953,224.7789764,33346.57813
-24688.32813,224.7821198,33346.33594
-24687.83984,224.7855072,33346.07422
-24687.37305,224.7886963,33345.83594
-24686.79492,224.7933807,33345.55078
-24686.33984,224.7973938,33345.33594
-24685.88281,224.8008881,33345.125
-24685.4043,224.803299,33344.91406
-24684.81836,224.8055267,33344.66797
-24684.36328,224.8077698,33344.48438
-24683.83203,224.8114166,33344.27344
-24683.34766,224.814682,33344.08984
-24682.88281,224.8166504,33343.92188
-24682.36719,224.8183136,33343.73828
-24681.87305,224.8208618,33343.57031
-24681.39258,224.8234863,33343.41016
-24680.88867,224.8257141,33343.24609
-24680.41406,224.8282776,33343.09766
-24679.90234,224.8318634,33342.94531
-24679.28125,224.8362122,33342.76172
-24678.75586,224.8394623,33342.60938
-24678.11133,224.8437195,33342.42969
-24677.48438,224.8485565,33342.25391
-24677.03516,224.8520813,33342.13281
-24676.41797,224.8565674,33341.96875
-24675.81055,224.8608704,33341.80859
-24675.31445,224.8643951,33341.67969
-24674.89063,224.8676605,33341.56641
-24674.25391,224.8735809,33341.40234
-24673.63281,224.879776,33341.24219
-24673.17188,224.8844147,33341.12109
-24672.5625,224.8908386,33340.96484
-24672.16406,224.8951263,33340.85938
-24671.62305,224.9008026,33340.71484
-24670.98438,224.9066162,33340.53906
-24670.49023,224.9107819,33340.40234
-24670.03125,224.9146118,33340.27344
-24669.53711,224.9187469,33340.12891
-24669.0332,224.9221344,33339.98438
-24668.51758,224.9244385,33339.82813
-24668.01172,224.9251099,33339.67578
-24667.55273,224.9255371,33339.53516
-24667.05469,224.9268188,33339.375
-24666.57422,224.9285278,33339.21484
-24665.94727,224.9305267,33339.00391
-24665.50586,224.9321747,33338.84766
-24664.86328,224.9361725,33338.60938
-24664.30469,224.9398651,33338.39844
-24663.85938,224.9420319,33338.22266
-24663.38086,224.9438782,33338.03125
-24662.875,224.9456177,33337.82031
-24662.28711,224.9476013,33337.56641
-24661.87695,224.9503479,33337.38672
-24661.39844,224.9547577,33337.16406
-24660.87695,224.9597473,33336.91797
-24660.34961,224.9651184,33336.65625
-24659.82813,224.970993,33336.39063
-24659.27148,224.9768372,33336.09766
-24658.70898,224.9815674,33335.78516
-24658.20117,224.9852295,33335.49609
-24657.79492,224.9873047,33335.25391
-24657.35938,224.9885712,33334.98828
-24656.92188,224.9900665,33334.71094
-24656.51758,224.9925232,33334.44922
-24656.01953,224.9959869,33334.11328
-24655.60938,224.9990234,33333.83203
-24655.2168,225.0026703,33333.55078
-24654.78125,225.0069122,33333.23047
-24654.26172,225.0108795,33332.83203
-24653.87695,225.0124664,33332.52734
-24653.4375,225.0140076,33332.17188
-24653.04688,225.0157166,33331.84766
-24652.56055,225.0177002,33331.42578
-24652.09375,225.0194244,33331.00781
-24651.69531,225.0214386,33330.64063
-24651.35352,225.0236511,33330.3125
-24650.98633,225.0260315,33329.95703
-24650.59375,225.0287933,33329.5625
-24650.14063,225.0346069,33329.08984
-24649.81836,225.0396423,33328.74609
-24649.48633,225.0440826,33328.38672
-24649.04297,225.0488739,33327.89063
-24648.63867,225.0526886,33327.42969
-24648.31836,225.0554962,33327.05078
-24647.99414,225.0582275,33326.66406
-24647.57422,225.0619812,33326.14453
-24647.19141,225.06604,33325.66406
-24646.91797,225.0691681,33325.3125
-24646.58594,225.0722656,33324.87891
-24646.2168,225.0741119,33324.38281
-24645.91016,225.0752869,33323.97266
-24645.53711,225.0781555,33323.45703
-24645.25977,225.0821228,33323.07422
-24644.96484,225.0874939,33322.66016
-24644.67188,225.0920258,33322.24219
-24644.36719,225.095871,33321.80469
-24644.00391,225.1005249,33321.27734
-24643.7168,225.104126,33320.85547
-24643.37109,225.1080322,33320.34766
-24643.01953,225.112442,33319.82813
-24642.75586,225.116333,33319.4375
-24642.47266,225.1211395,33319.01953
-24642.11914,225.1271362,33318.49609
-24641.78516,225.1312256,33318
-24641.50977,225.1333923,33317.59766
-24641.22656,225.1354218,33317.18359
-24640.85156,225.1378784,33316.63672
-24640.57422,225.13974,33316.23438
-24640.21289,225.1431732,33315.71875
-24639.95703,225.1467133,33315.35156
-24639.57422,225.1529388,33314.81641
-24639.2168,225.1587524,33314.32031
-24638.95898,225.1621552,33313.96875
-24638.64648,225.1650848,33313.54688
-24638.27539,225.1680908,33313.05469
-24637.91211,225.1724396,33312.58203
-24637.61328,225.1764374,33312.19922
-24637.28906,225.1805573,33311.79297
-24636.97852,225.1846466,33311.41016
-24636.55859,225.1900024,33310.90234
-24636.26172,225.1929626,33310.54688
-24635.9375,225.1943665,33310.17188
-24635.59375,225.1941071,33309.77734
-24635.2207,225.1939545,33309.35938
-24634.89648,225.1946564,33309.00391
-24634.45508,225.1959686,33308.53516
-24634.11914,225.1973114,33308.1875
-24633.71875,225.1995697,33307.78516
-24633.36133,225.2019196,33307.4375
-24632.97656,225.2046051,33307.07031
-24632.51758,225.2073517,33306.64844
-24632.08008,225.2099304,33306.25391
-24631.69141,225.2123718,33305.91406
-24631.2832,225.2151337,33305.57031
-24630.80273,225.2192078,33305.17578
-24630.44336,225.2225952,33304.89063
-24629.91406,225.2271881,33304.48438
-24629.52148,225.2302094,33304.19141
-24629.00391,225.2343292,33303.82031
-24628.59375,225.2377167,33303.53516
-24628.18359,225.2409973,33303.25391
-24627.75781,225.2444916,33302.97656
-24627.31445,225.2480011,33302.69141
-24626.76367,225.2518616,33302.35547
-24626.36914,225.2545166,33302.12109
-24625.94141,225.2579651,33301.87109
-24625.3418,225.2636108,33301.53906
-24624.91797,225.2670898,33301.30859
-24624.4668,225.2696686,33301.07422
-24623.98242,225.2719879,33300.82813
-24623.5332,225.2750549,33300.60938
-24623.08008,225.2792511,33300.39453
-24622.46484,225.2847595,33300.11328
-24622.0332,225.2874908,33299.92188
-24621.53711,225.2897186,33299.70703
-24620.95313,225.29245,33299.46484
-24620.4043,225.2952118,33299.24609
-24619.87305,225.2974548,33299.03516
-24619.42188,225.3000488,33298.86328
-24618.94141,225.3036041,33298.68359
-24618.46094,225.3070831,33298.50391
-24617.97656,225.310791,33298.33203
-24617.48047,225.3144379,33298.16016
-24616.99805,225.3176575,33297.99609
-24616.51758,225.3212128,33297.83594
-24616.02734,225.3250732,33297.67969
-24615.53711,225.3281708,33297.52344
-24614.90625,225.3313446,33297.32422
-24614.42773,225.334198,33297.17578
-24613.95508,225.3378601,33297.03125
-24613.34766,225.3424225,33296.84766
-24612.88477,225.3446045,33296.70703
-24612.41602,225.3462372,33296.56641
-24611.88477,225.3478851,33296.40625
-24611.42383,225.3491974,33296.26563
-24610.92578,225.350769,33296.11719
-24610.42383,225.3528595,33295.96484
-24609.91992,225.3551941,33295.81641
-24609.45117,225.357254,33295.67188
-24608.84766,225.3593292,33295.48828
-24608.36133,225.3608093,33295.33984
-24607.73242,225.3639374,33295.14453
-24607.26953,225.3671112,33295
-24606.63867,225.3706512,33294.79688
-24606.13672,225.3729858,33294.63281
-24605.68164,225.3752899,33294.48047
-24605.11719,225.3780823,33294.29297
-24604.69141,225.3802338,33294.14844
-24604.20117,225.3841553,33293.97656
-24603.5918,225.3901978,33293.75781
-24603.00977,225.3954468,33293.54297
-24602.43945,225.4005432,33293.32813
-24601.98047,225.4055176,33293.14844
-24601.51563,225.4113159,33292.96484
-24600.99609,225.4175262,33292.75
-24600.54883,225.4219818,33292.5625
-24600.08789,225.4258423,33292.36328
-24599.44531,225.4295654,33292.07813
-24599.00977,225.4320526,33291.87891
-24598.50586,225.4358673,33291.64453
-24598.06641,225.438385,33291.43359
-24597.61719,225.4388275,33291.21094
-24597.01758,225.4381104,33290.90234
-24596.59375,225.4386902,33290.67578
-24596.16211,225.4399109,33290.44141
-24595.72656,225.440979,33290.19531
-24595.24414,225.4425354,33289.91406
-24594.74219,225.445343,33289.61719
-24594.34961,225.4479523,33289.37891
-24593.79492,225.4512177,33289.02734
-24593.39844,225.4528046,33288.76563
-24592.86914,225.4547577,33288.41016
-24592.375,225.4575348,33288.06641
-24591.94727,225.460434,33287.76172
-24591.51172,225.4627228,33287.44141
-24591.02148,225.4649963,33287.07031
-24590.66016,225.4667664,33286.78516
-24590.25195,225.4687653,33286.46484
-24589.74609,225.4711761,33286.04688
-24589.41211,225.4733582,33285.76563
-24588.92969,225.4777985,33285.34375
-24588.5332,225.4815521,33284.98828
-24588.08398,225.4854126,33284.57422
-24587.70508,225.48909,33284.21875
-24587.32617,225.4938049,33283.85547
-24586.98828,225.4984283,33283.52344
-24586.59766,225.5029755,33283.13281
-24586.16602,225.5070648,33282.69141
-24585.8418,225.5107117,33282.34375
-24585.49609,225.5153961,33281.97266
-24585.14063,225.5202332,33281.57813
-24584.8125,225.5241699,33281.21094
-24584.48242,225.5274658,33280.83203
-24584.11719,225.5311584,33280.40625
-24583.7793,225.5356293,33280.00391
-24583.46289,225.5393982,33279.625
-24583.06836,225.542038,33279.14063
-24582.70703,225.5445557,33278.69141
-24582.40625,225.5477295,33278.3125
-24581.99414,225.5518951,33277.78516
-24581.63672,225.5548706,33277.32422
-24581.24219,225.558136,33276.8125
-24580.86523,225.5612488,33276.31641
-24580.56445,225.5636749,33275.91797
-24580.17773,225.5658264,33275.40234
-24579.85938,225.5663147,33274.96875
-24579.47461,225.5653534,33274.44531
-24579.10352,225.5640869,33273.9375
-24578.82227,225.5635529,33273.55078
-24578.40625,225.5633545,33272.98047
-24578.12109,225.5637054,33272.58594
-24577.80469,225.5648193,33272.15625
-24577.5,225.5657501,33271.74219
-24577.19531,225.5658417,33271.32813
-24576.89258,225.5653534,33270.91797
-24576.54492,225.5650635,33270.44922
-24576.16016,225.5667267,33269.9375
-24575.8418,225.5692902,33269.51953
-24575.48828,225.572113,33269.05469
-24575.17188,225.5741119,33268.64453
-24574.82813,225.576004,33268.20313
-24574.50391,225.577774,33267.79297
-24574.19727,225.5788116,33267.41016
-24573.8125,225.5799713,33266.93359
-24573.41797,225.5831146,33266.44922
-24573.09375,225.5864716,33266.0625
-24572.75977,225.5892334,33265.66406
-24572.31445,225.5911713,33265.14844
-24571.91797,225.5920715,33264.69922
-24571.51172,225.5922699,33264.25
-24571.14844,225.5928192,33263.85547
-24570.7207,225.5947418,33263.39844
-24570.41602,225.5969238,33263.08203
-24570.00195,225.5998993,33262.66016
-24569.65039,225.6018677,33262.30859
-24569.16992,225.6028442,33261.84375
-24568.82813,225.6026611,33261.51563
-24568.39844,225.60289,33261.11328
-24568.03125,225.6038971,33260.78125
-24567.53711,225.6059875,33260.34375
-24567.16797,225.6067047,33260.02344
-24566.75586,225.6061554,33259.67969
-24566.28125,225.605072,33259.29297
-24565.87109,225.6051178,33258.96484
-24565.38086,225.6054535,33258.58594
-24565.00781,225.6046906,33258.30078
-24564.57227,225.6032257,33257.98047
-24564.17969,225.6017456,33257.69922
-24563.64063,225.5994568,33257.32031
-24563.22461,225.5980225,33257.04297
-24562.74219,225.5965118,33256.72656
-24562.33984,225.5944061,33256.47266
-24561.79102,225.5906982,33256.13281
-24561.35938,225.5885162,33255.87109
-24560.79492,225.586792,33255.54297
-24560.33984,225.5858459,33255.28516
-24559.80078,225.5847015,33254.99219
-24559.32227,225.5834045,33254.73828
-24558.73633,225.5808105,33254.43359
-24558.14063,225.5768433,33254.13672
-24557.58203,225.5744476,33253.87109
-24557.14648,225.5739899,33253.66406
-24556.55859,225.5731812,33253.39844
-24556.08984,225.5715637,33253.19531
-24555.60938,225.5693207,33252.98828
-24555.15625,225.5672302,33252.79688
-24554.69336,225.5660095,33252.60547
-24554.18945,225.5657501,33252.40625
-24553.70508,225.5652313,33252.21484
-24553.07422,225.5649567,33251.97266
-24552.62109,225.5659637,33251.80078
-24552.02734,225.5676727,33251.58203
-24551.43945,225.5683746,33251.37109
-24550.97461,225.5686035,33251.20703
-24550.49414,225.5686951,33251.03906
-24549.99805,225.5686646,33250.86719
-24549.51758,225.5683441,33250.70313
-24548.87305,225.5677185,33250.48438
-24548.42188,225.567337,33250.33203
-24547.93164,225.5666199,33250.16797
-24547.43164,225.5662994,33250.00391
-24546.81445,225.5654907,33249.80078
-24546.30273,225.5637054,33249.63281
-24545.83203,225.5620728,33249.48047
-24545.35547,225.5612183,33249.32031
-24544.7207,225.5608368,33249.11328
-24544.13867,225.5601654,33248.91797
-24543.71094,225.5596008,33248.77734
-24543.19922,225.5596466,33248.60547
-24542.69336,225.5601044,33248.42969
-24542.22461,225.5600891,33248.26953
-24541.62695,225.5600433,33248.0625
-24541.10938,225.5604706,33247.87891
-24540.58008,225.5603638,33247.69141
-24540.11523,225.5596924,33247.51953
-24539.63477,225.5589905,33247.34375
-24539.09375,225.5578613,33247.13672
-24538.625,225.556366,33246.95703
-24538.19141,225.554657,33246.78516
-24537.70313,225.5528717,33246.58984
-24537.22266,225.5514679,33246.39453
-24536.62695,225.5497284,33246.14844
-24536.16992,225.5482178,33245.94922
-24535.67578,225.5464172,33245.73438
-24535.23633,225.544693,33245.53516
-24534.63867,225.5415649,33245.26172
-24534.10742,225.5383301,33245.00781
-24533.69531,225.5366211,33244.80859
-24533.21875,225.5357056,33244.57031
-24532.63281,225.5346527,33244.26953
-24532.19531,225.5331421,33244.04297
-24531.75,225.5310059,33243.80078
-24531.28516,225.5287476,33243.54688
-24530.88086,225.5272064,33243.32031
-24530.39063,225.5260773,33243.03516
-24529.91016,225.5259552,33242.75
-24529.49023,225.5263062,33242.49609
-24528.9375,225.5254059,33242.15234
-24528.52148,225.5244293,33241.88281
-24527.97461,225.5246429,33241.51953
-24527.4707,225.5256805,33241.17578
-24527.10547,225.5259094,33240.92188
-24526.55273,225.5263519,33240.52734
-24526.06641,225.5278778,33240.16797
-24525.69336,225.5294952,33239.88672
-24525.28516,225.5307159,33239.57422
-24524.86523,225.5311279,33239.24219
-24524.35742,225.5318756,33238.82813
-24523.89063,225.5332642,33238.44141
-24523.51953,225.5339813,33238.125
-24523.03906,225.5331573,33237.70313
-24522.58984,225.5311737,33237.29688
-24522.11328,225.5302887,33236.86328
-24521.75977,225.5307159,33236.53125
-24521.26367,225.5320892,33236.05469
-24520.92188,225.533371,33235.72266
-24520.45313,225.5360107,33235.25781
-24520.10352,225.538269,33234.89844
-24519.77148,225.5398102,33234.55469
-24519.42188,225.540741,33234.18359
-24519.06836,225.5415649,33233.80469
-24518.69141,225.542923,33233.39063
-24518.36523,225.544281,33233.02734
-24517.96875,225.5448761,33232.58203
-24517.60938,225.5444641,33232.17188
-24517.20117,225.5436859,33231.69922
-24516.81836,225.5426788,33231.25
-24516.48047,225.5422058,33230.85156
-24516.07617,225.5428009,33230.36719
-24515.75195,225.5441284,33229.97266
-24515.44336,225.5457916,33229.59375
-24515.12109,225.5475311,33229.19531
-24514.80078,225.5489197,33228.79688
-24514.38672,225.5501404,33228.27344
-24514.08203,225.550827,33227.89063
-24513.77148,225.5521851,33227.49219
-24513.44336,225.5542603,33227.07031
-24513.08594,225.5559235,33226.61328
-24512.69531,225.5567322,33226.11719
-24512.40039,225.5577087,33225.74219
-24512.03906,225.5591888,33225.27734
-24511.6582,225.55896,33224.78906
-24511.35352,225.5581055,33224.39844
-24511.01563,225.558075,33223.96484
-24510.72852,225.5585632,33223.60156
-24510.35156,225.5595551,33223.125
-24510.08984,225.5607452,33222.79688
-24509.74609,225.5621185,33222.36719
-24509.40625,225.5618439,33221.94922
-24509.00195,225.5615082,33221.44922
-24508.60156,225.562912,33220.96094
-24508.21289,225.5644531,33220.49219
-24507.90039,225.5654755,33220.12109
-24507.53125,225.565979,33219.6875
-24507.20703,225.5658112,33219.30859
-24506.88281,225.5659027,33218.93359
-24506.45313,225.5666351,33218.44141
-24506.13672,225.5670166,33218.08594
-24505.81055,225.5664825,33217.72266
-24505.36523,225.5649414,33217.23828
-24505.04883,225.5640411,33216.90234
-24504.5918,225.5622864,33216.42188
-24504.24609,225.5601807,33216.06641
-24503.79883,225.5578918,33215.61328
-24503.44727,225.5578003,33215.26563
-24503.10156,225.5593109,33214.92969
-24502.69531,225.5617218,33214.53906
-24502.33203,225.5625916,33214.19922
-24501.8418,225.5619507,33213.75391
-24501.46289,225.5622711,33213.41406
-24501.09961,225.563446,33213.09375
-24500.70508,225.5641785,33212.75391
-24500.19922,225.5632629,33212.32813
-24499.70703,225.5628662,33211.92578
-24499.32617,225.563324,33211.62109
-24498.91602,225.5625763,33211.30078
-24498.52148,225.5609741,33211
-24498.10938,225.5602722,33210.69141
-24497.58984,225.5618134,33210.30859
-24497.18555,225.5632477,33210.02344
-24496.73438,225.5645599,33209.71094
-24496.31055,225.5666504,33209.42188
-24495.91211,225.5694275,33209.16016
-24495.48242,225.5723114,33208.87891
-24495.01367,225.5735168,33208.58203
-24494.53125,225.5731049,33208.28516
-24494.07813,225.5730591,33208.01172
-24493.50977,225.5735931,33207.67969
-24493.07227,225.573761,33207.42969
-24492.61719,225.5736389,33207.17578
-24492.14844,225.5734253,33206.92188
-24491.65039,225.5735626,33206.65625
-24491.17188,225.5737457,33206.40625
-24490.71875,225.5730591,33206.17578
-24490.24609,225.5715485,33205.9375
-24489.75977,225.569931,33205.69922
-24489.27539,225.5682373,33205.46875
-24488.83398,225.5662994,33205.26172
-24488.35742,225.5638123,33205.04297
-24487.80859,225.5612335,33204.79688
-24487.30859,225.559494,33204.57813
-24486.86523,225.5576172,33204.38281
-24486.38477,225.5550079,33204.17969
-24485.88672,225.5521851,33203.97266
-24485.42578,225.5495148,33203.78516
-24484.95117,225.5467987,33203.59375
-24484.44336,225.5448303,33203.39063
-24483.96875,225.544342,33203.20313
-24483.47852,225.5441437,33203.00781
-24483.00391,225.5426025,33202.82813
-24482.45117,225.5390167,33202.61719
-24481.98438,225.5357513,33202.44141
-24481.38086,225.532196,33202.21484
-24480.9082,225.529953,33202.03906
-24480.42578,225.5276031,33201.85938
-24479.80469,225.5245819,33201.63281
-24479.25391,225.5231628,33201.42578
-24478.80859,225.5226593,33201.26172
-24478.25391,225.522049,33201.05469
-24477.79297,225.521759,33200.88672
-24477.16016,225.5217285,33200.65234
-24476.67969,225.5230713,33200.47656
-24476.24219,225.5248566,33200.31641
-24475.62305,225.5266113,33200.08594
-24475.03516,225.5274353,33199.86328
-24474.44727,225.52771,33199.63672
-24474.00586,225.526947,33199.46484
-24473.51758,225.5257416,33199.27344
-24473.04883,225.5244598,33199.08984
-24472.5625,225.522995,33198.89844
-24472.0957,225.5218201,33198.70703
-24471.48633,225.5207214,33198.45703
-24470.91406,225.5196228,33198.21484
-24470.33398,225.519104,33197.96875
-24469.91992,225.5189056,33197.78516
-24469.31445,225.5178986,33197.51563
-24468.87305,225.5174866,33197.31641
-24468.35547,225.5180359,33197.08203
-24467.82813,225.518692,33196.83594
-24467.36523,225.5183258,33196.61328
-24466.79883,225.5171967,33196.33594
-24466.28516,225.5167847,33196.08203
-24465.8418,225.5169373,33195.85547
-24465.25586,225.5168762,33195.54688
-24464.85352,225.5166168,33195.33594
-24464.29883,225.516098,33195.03125
-24463.73242,225.515274,33194.71484
-24463.30664,225.5142517,33194.47266
-24462.86328,225.5129089,33194.21094
-24462.43359,225.5126495,33193.95703
-24461.94727,225.5142822,33193.66406
-24461.54492,225.5154877,33193.41406
-24461.09375,225.515625,33193.125
-24460.61914,225.5148773,33192.81641
-24460.16211,225.5135345,33192.51172
-24459.77148,225.5122223,33192.24609
-24459.33008,225.5108643,33191.94141
-24458.80469,225.5096588,33191.57031
-24458.3418,225.5093079,33191.23438
-24457.83789,225.5082245,33190.85938
-24457.3457,225.5070496,33190.48438
-24456.92969,225.5074005,33190.16016
-24456.54102,225.5089111,33189.85156
-24456.14453,225.5112305,33189.53125
-24455.75586,225.5133057,33189.21094
-24455.35352,225.5146942,33188.86719
-24454.94336,225.5155487,33188.51172
-24454.56641,225.5163574,33188.17969
-24454.06836,225.5187683,33187.73438
-24453.70508,225.5224152,33187.39844
-24453.33984,225.5265808,33187.05469
-24452.95703,225.5303497,33186.69141
-24452.60156,225.534256,33186.34766
-24452.15039,225.5399323,33185.90625
-24451.70508,225.5444183,33185.46094
-24451.37695,225.5466766,33185.125
-24451.02148,225.5489044,33184.75781
-24450.57617,225.5524902,33184.29297
-24450.24414,225.5559082,33183.9375
-24449.78906,225.5608215,33183.44141
-24449.47266,225.5643768,33183.09375
-24449.04297,225.5683594,33182.61719
-24448.7168,225.5705566,33182.25
-24448.29688,225.5727386,33181.77344
-24447.99219,225.5747986,33181.42578
-24447.59375,225.5786896,33180.96484
-24447.24609,225.58255,33180.55859
-24446.92578,225.5858002,33180.18359
-24446.50586,225.5893097,33179.68359
-24446.19141,225.5920868,33179.30859
-24445.85938,225.5950623,33178.91406
-24445.53711,225.5979462,33178.52344
-24445.12695,225.601593,33178.03125
-24444.81836,225.6044617,33177.65625
-24444.39258,225.6063232,33177.13672
-24444.08594,225.6068573,33176.76563
-24443.69336,225.6059875,33176.29297
-24443.38672,225.6047363,33175.92188
-24443.05078,225.603714,33175.51563
-24442.625,225.6025391,33175.00391
-24442.31641,225.6013336,33174.63281
-24441.9668,225.5998688,33174.21094
-24441.61133,225.5981598,33173.78516
-24441.27734,225.5966492,33173.38672
-24440.94922,225.5955353,33173
-24440.51367,225.5940399,33172.48828
-24440.18945,225.5922546,33172.10938
-24439.84961,225.5895996,33171.71484
-24439.51758,225.586441,33171.33594
-24439.08594,225.5821381,33170.84375
-24438.74219,225.5798645,33170.45703
-24438.39648,225.5789337,33170.07031
-24437.95703,225.578598,33169.58984
-24437.61328,225.5780487,33169.21484
-24437.16016,225.5762482,33168.73047
-24436.74023,225.5737457,33168.28516
-24436.30078,225.5697479,33167.82422
-24435.92578,225.5658417,33167.44141
-24435.49805,225.5630341,33167.00781
-24435.05859,225.5628967,33166.57031
-24434.62109,225.5632629,33166.14453
-24434.1875,225.5626678,33165.73047
-24433.82813,225.5616455,33165.39063
-24433.45313,225.5601807,33165.04297
-24433.04688,225.558136,33164.67188
-24432.66602,225.5561829,33164.33203
-24432.16406,225.5540009,33163.89063
-24431.79492,225.5527496,33163.57422
-24431.40039,225.5520782,33163.24219
-24430.98828,225.5513916,33162.89844
-24430.58594,225.5500793,33162.57031
-24430.16211,225.5484619,33162.23438
-24429.64063,225.5464172,33161.82813
-24429.22852,225.544632,33161.51563
-24428.81641,225.5430908,33161.20703
-24428.26367,225.5415192,33160.80859
-24427.76953,225.5403595,33160.46094
-24427.33203,225.5400696,33160.15625
-24426.7832,225.5400848,33159.78906
-24426.25,225.5387726,33159.4375
-24425.83789,225.5370483,33159.17188
-24425.39063,225.5353851,33158.89063
-24424.84766,225.5343781,33158.55469
-24424.42383,225.5343628,33158.29688
-24423.95508,225.5343323,33158.01953
-24423.39453,225.532196,33157.69922
-24422.97852,225.5290985,33157.46484
-24422.40625,225.5253601,33157.14844
-24421.97852,225.5244141,33156.91797
-24421.375,225.5239105,33156.59766
-24420.92773,225.5232086,33156.36719
-24420.3418,225.5215912,33156.06641
-24419.87109,225.5199432,33155.83203
-24419.41211,225.5184174,33155.60938
-24418.95898,225.5171509,33155.39063
-24418.35547,225.5161285,33155.10547
-24417.75977,225.5158844,33154.82813
-24417.23633,225.5153809,33154.58984
-24416.79883,225.5146484,33154.39453
-24416.20313,225.5139008,33154.12891
-24415.76953,225.5129547,33153.94141
-24415.2207,225.51091,33153.70313
-24414.64844,225.5096893,33153.46094
-24414.09961,225.5093689,33153.23047
-24413.65234,225.5087891,33153.04297
-24413.07031,225.508255,33152.80469
-24412.49805,225.5085602,33152.56641
-24411.93555,225.5085754,33152.33984
-24411.47266,225.5078125,33152.14844
-24410.91797,225.5065613,33151.92578
-24410.39648,225.5063629,33151.71484
-24409.92383,225.5070038,33151.52344
-24409.44922,225.5069885,33151.33203
-24408.85352,225.5057678,33151.09375
-24408.40625,225.5046844,33150.91406
-24407.88672,225.5032349,33150.70703
-24407.32617,225.5015411,33150.48047
-24406.87305,225.5010986,33150.29688
-24406.26367,225.5017395,33150.05078
-24405.82617,225.5022278,33149.87109
-24405.2793,225.5020752,33149.64453
-24404.77734,225.5007782,33149.43359
-24404.31641,225.4983063,33149.24219
-24403.84961,225.495224,33149.04297
-24403.24219,225.4916382,33148.78516
-24402.78711,225.4902496,33148.58984
-24402.31445,225.490097,33148.38281
-24401.84961,225.4902039,33148.17969
-24401.38867,225.4898376,33147.97266
-24400.79883,225.4879303,33147.70703
-24400.36719,225.4851074,33147.50781
-24399.9082,225.4821625,33147.29297
-24399.30469,225.4802246,33147.00781
-24398.78906,225.4794006,33146.76172
-24398.31055,225.4788971,33146.52734
-24397.87695,225.479187,33146.3125
-24397.4082,225.4801331,33146.07813
-24396.94727,225.4804688,33145.83984
-24396.35938,225.4790039,33145.53516
-24395.92969,225.4776001,33145.30859
-24395.46484,225.477005,33145.05859
-24395.0293,225.4771271,33144.82031
-24394.58398,225.4776001,33144.57422
-24394.03125,225.4781342,33144.25781
-24393.47461,225.4790192,33143.9375
-24392.92383,225.4805298,33143.60938
-24392.52344,225.4811249,33143.36719
-24392.08203,225.4805603,33143.09766
-24391.60742,225.4796448,33142.80078
-24391.17383,225.4794006,33142.52344
-24390.68164,225.4800262,33142.20703
-24390.26367,225.4809418,33141.93359
-24389.77344,225.480957,33141.60156
-24389.36914,225.4803009,33141.32813
-24388.82422,225.480835,33140.94922
-24388.36914,225.4818878,33140.625
-24387.86133,225.480484,33140.25781
-24387.47266,225.4777832,33139.97266
-24386.94727,225.4751587,33139.57422
-24386.44336,225.4736633,33139.18359
-24385.95703,225.4716034,33138.80078
-24385.4707,225.4703827,33138.41016
-24385.08984,225.4710541,33138.10156
-24384.62109,225.4728394,33137.71484
-24384.17578,225.4741821,33137.33984
-24383.73242,225.4752045,33136.95703
-24383.38672,225.4761658,33136.65234
-24382.99023,225.4777985,33136.30078
-24382.53125,225.4806061,33135.88672
-24382.19531,225.483078,33135.57813
-24381.7207,225.4858398,33135.13672
-24381.27734,225.487381,33134.71875
-24380.85156,225.4886017,33134.30859
-24380.375,225.4896545,33133.84375
-24380.01953,225.4903412,33133.49609
-24379.6582,225.4914246,33133.13672
-24379.19531,225.4936218,33132.66797
-24378.74219,225.4953918,33132.20703
-24378.31445,225.4958344,33131.76563
-24377.88672,225.4964447,33131.31641
-24377.54883,225.4976196,33130.95703
-24377.10156,225.4994965,33130.48047
-24376.77344,225.5001831,33130.12891
-24376.42188,225.5000153,33129.74609
-24376.07617,225.4996948,33129.36719
-24375.73438,225.5001526,33128.99219
-24375.31641,225.5024872,33128.52734
-24374.99805,225.5040436,33128.17188
-24374.55469,225.5045013,33127.67578
-24374.22656,225.5046997,33127.30469
